WeiboID,正文,日期,点赞数,评论数,转发数,话题,Time
宝玉xp,转自 𝕀𝕀𝕀𝕟𝕠𝕜𝕚🎓（twitter.com/IIInoki）：这篇 post 从 LLM 中类 GPT 模型的参数规模、复杂度、以及设备的浮点数算力和带宽角度，分析了 LLaMa.cpp 是如何让 LLaMa 在 Pixel 5、MBP 甚至树莓派 4 上运行成为可能的：网页链接推文：twitter.com/IIInoki/status/1691727794751897761,2023-08-17,18,3,21,,2023-08-17 07:37:37
宝玉xp,吴恩达老师和Cohere合作的新课：《大语言模型与语义搜索》主要内容：(i) 使用嵌入技术按照相关性检索文档；(ii) 借助LLM根据问题相关性对结果排序最后会有一个完整的案例将学习到的内容串起来，构建一个搜索系统检索维基百科文章。课程地址：网页链接 宝玉xp的微博视频 ,2023-08-17,40,0,37,,2023-08-17 05:56:16
宝玉xp,经常看台湾的朋友说XD，一直不知道啥意思，今天才知道原来是表情符号😆 ,2023-08-17,22,8,5,,2023-08-17 05:07:45
宝玉xp,比尔·盖茨和可汗学院创始人萨尔曼·可汗在盖茨新的播客节目《Unconfuse Me | 为我解惑》的完整对话视频。主要话题是围绕人工智能和教育，以及如何利用技术去更好的帮助老师和学生，推动教育的发展。一些独立片段：- 人工智能、教育和工作方面会发生什么？ 网页链接- 有哪些教师真正触动了你，影响了你呢？网页链接-如果你有一个魔法愿望，可以在不学习的情况下精通一门学科，你会选择哪一个？ 网页链接- 人工智能和可汗学院如果应用人工智能 网页链接- 关于可汗学院 网页链接- 老师在教育中的重要性，以及如何利用技术更好的帮助老师们 网页链接 宝玉xp的微博视频,2023-08-17,55,0,48,,2023-08-17 04:00:17
宝玉xp,转自歸藏（twitter.com/op7418）推文：Open AI全资收购了Global Illumination，这个团队参与过Instagram 和 Facebook早期产品的开发，同时他们最近主要的工作内容是Biomes一款基于网络的开源MMORPG游戏类似于我的世界但是是可以通过浏览器运行的。从做过的事情来看他们的产品能力是Open AI非常需要的，但是结合前几天的斯坦福AI小镇来看这种高自由都运行成本低的沙盒游戏结合AI会有无限可能，所以OpenAI可能是看重了他们成员的产品能力，也可能纯粹的看上了这个高自由度的游戏。下面是他们这个游戏的预告片。twitter.com/op7418/status/1691865962499514505OpenAI官方链接：网页链接 宝玉xp的微博视频,2023-08-17,13,1,8,,2023-08-17 03:14:43
宝玉xp,OpenAI官方openai的npm包更新了- 聊天和完成的流媒体回复- 精心制作的TypeScript类型-支持ESM、Vercel Edge功能、Cloudflare worker和Deno- 更好的文件上传API，用于Whisper、微调文件和DALL·E图像-通过自动重试和错误类改进了错误处理-通过TCP连接重用提高性能- 更简单的初始化逻辑 ,2023-08-17,21,2,11,,2023-08-17 03:12:25
宝玉xp,比尔·盖茨和可汗学院创始人萨尔曼·可汗最近在播客《Unconfuse Me》的一次对话节选。这段对话主要聊了老师在教育中的重要性，以及如何利用技术更好的帮助老师们。教师这个职业非常重要，就像乐队的指挥，指挥确保乐队协同合作，确保一切都协调一致，将混乱变成有序。但教师这个职业又很难，不完全是薪酬的问题，是一个很孤独的职业，在教室里，孩子们并不总会专心听讲，不听从老师的指令，这非常耗费精力。另一方面，当引入新技术到课堂的时候，如果处理的不好，老师们会觉得是在贬低他们的创造力或者限制他们的自由，是在暗示他们做不到做不好。所以技术上，首先要确保每个人都明白教师是其中的关键角色，然后能借助AI模型，为每个学生配一个AI导师，为每个老师配若干AI助教，AI助教可以帮助老师组织教学活动。未来课堂，理想的教育方式是：大部分时间让学生自己去主导学习，而老师是这一切的策划者，就像乐队指挥一样，指导整个过程。www.youtube.com/watch?v=XNOD4i_w2GA&list=PLxf-CDjxvNVofjauP3Lue0fOKWSWHQu82&index=6 宝玉xp的微博视频,2023-08-17,27,0,13,,2023-08-17 01:04:20
宝玉xp,ChromeDevTools现在可以覆盖 Fetch/XHR 请求的内容！非常适合模拟 API，无需等待后台更改！更多内容请访问 Chrome 浏览器 117：网页链接 宝玉xp的微博视频 ,2023-08-16,67,4,45,,2023-08-16 23:36:38
宝玉xp,比尔·盖茨和可汗学院创始人萨尔曼·可汗最近在播客《Unconfuse Me》的一次对话节选。这段对话盖茨和可汗主要聊了可汗学院。可汗学院现在在全世界有1.4亿用户，他们的使命是让所有人享有免费的世界一流教育。可汗大学上的是商学院，毕业后在波士顿的对冲基金担任分析师，后来辅导12岁的表妹，让她从差生变成了优等生，接着又辅导她表妹的堂兄，由于效果好又免费，很快就在家族传开了，于是不知不觉教了十几个堂兄弟姐妹。最后就干脆把视频传到了网上。可汗学院在2009年就有10W用户了，可汗决定全职投入，将它建立为一个非营利的、免费的、任何人任何地方都可以访问的世界级在线教育学院。非常了不起！可汗学院的一大愿景就是无障碍访问，他们制作视频，任何人在任何地点都可以访问到。并且用户可以按照自己的节奏学习。比如某个知识点你只掌握了70、80%，那么可以不着急进入下一个知识点，直到完全掌握为止。可汗特别提到学习的时候，如果你基础打好，后面就会很简单，否则不管你多聪明多努力，都会很难。可汗提到的另一点就是学生在学习中的参与度问题，如果学生每周能参与30~60分钟，这已经是相当低的参与度了，但是仍然能比预期的成长增长20、30%。而可汗学院则是有效的提升学生参与度的工具，不仅对于那些10%-15%有上进心的拔尖的学生，对于那些基础差的学生同样有效，能吸引他们参与，打好基础。10-20年前，在美国大部分学区电脑很少，而现在基本上每个学区都是人手一部电脑了，这样可汗学院就可以进一步在各个学区普及。另外可汗学院还有一个重要的理念就是：“让教师获得即时反馈，绝不拖到最后”，这极大的改变了传统的教育模式，只有在单元结束后，借助单元测验才能得到反馈，而现在学生可以实时了解自己的学习情况，老师也可以通过可汗学院的教师账号，了解每个学生的学习进度，学习结果，从而给学生针对性的反馈。顺便说一下，我家孩子从小学就开始用可汗学院，受益良多，教学视频质量相当高，如可汗所言，孩子在学习过程中可以收到及时的反馈，可以清楚的知道知识点是不是掌握了，这样可以打好坚实的基础。感谢可汗为教育做出的努力和改变，值得尊敬的人物！www.youtube.com/watch?v=HserP2tC6Ag&list=PLxf-CDjxvNVofjauP3Lue0fOKWSWHQu82&index=5 宝玉xp的微博视频,2023-08-16,98,7,111,,2023-08-16 14:38:57
宝玉xp,推荐阅读《大模型赛道的技术和应用分析》网页链接 ,2023-08-16,51,3,61,,2023-08-16 10:44:03
宝玉xp,比尔·盖茨和可汗学院创始人萨尔曼·可汗最近在播客《Unconfuse Me》的一次对话节选。这段对话盖茨和可汗聊了人工智能。盖茨说去年9月初第一次看到 OpenAI 给他们演示 GPT-4 的时候，是他一生中见过的最震撼的一次演示，就像当年他第一次看到施乐 PARC 图形用户界面一样，在看到施乐的图形界面的那一次，为微软之后十五年的规划指明了方向。之所以可汗学院能在去年就和OpenAI合作，使用GPT-4开发了Khanmigo。一方面是因为OpenAI希望用到可汗学院的生物AP考试（Advanced Placement，先修课程）题库，另一方面的原因是盖茨极力向OpenAI推荐了可汗学院。最开始可汗是拒绝的，因为他不知道能给可汗学院带来什么好处，直到他看到了OpenAI给他们的演示，ChatGPT那时候能回答生物学的AP问题，不仅如此，它还能解释为什么其他答案不对，并且还能生成新的类似的问题。在刚开始拿到GPT-4的内部访问权限后，可汗都没睡好觉，然后他在内部举行了一次黑客马拉松，一共有40左右的人签署了保密协议，尝试着基于GPT-4产生各种各样的点子，解决它存在的各种问题：比如数学不好、可能引入偏见、怎么保证安全性等等。到了去年十二月和今年一月，可汗学院的团队快速开发迭代，很快推出了他们基于GPT-4的教育类AI应用Khanmigo，收到了很好的反馈。另外他也透露了Khanmigo的小秘密，也就是让它在充当助教时，当学生提交答案，不要给学生答案，而是先形成自己的解决方案，并且不直接返回解决方案，而是将AI的解决方案和学生答案对比，再告诉学生的法案中可能存在的问题。如果你对具体实现细节有兴趣，可以参考我以前写过的微博：网页链接最后，盖茨把ChatGPT在给出错误答案被指正后认错的方式，类比为小孩子找借口说：“作业被狗吃了”，非常有趣的比喻😄www.youtube.com/watch?v=42GDCHI7Okg&list=PLxf-CDjxvNVofjauP3Lue0fOKWSWHQu82&index=6 宝玉xp的微博视频,2023-08-16,56,2,61,,2023-08-16 08:03:54
宝玉xp,"著名投资机构a16z把斯坦福25个AI小人虚拟小镇重写了，并且代码开源了。新的技术栈相对前端友好，NextJS + Tailwind完整技术栈：游戏引擎和数据库Game engine & Database: Convex向量数据库VectorDB: Pinecone登录认证Auth: Clerk文字生成模型Text model: OpenAIDeployment: Fly像素图生成Pixel Art Generation: Replicate, Fal.ai项目地址：github.com/a16z-infra/ai-town演示地址：网页链接",2023-08-16,262,24,242,,2023-08-16 03:42:39
宝玉xp,价值 9 万美元、重 104 磅的人形机器人 Unitree H1。首款通用仿人机器人|嵌入式人工智能，售价低于9万美元半年成果预告全球同类产品中动力性能最高的机器人，重约 47Kg，最大关节扭矩 360N.mtwitter.com/UnitreeRobotics/status/1691426884121427968 宝玉xp的微博视频 ,2023-08-16,26,6,33,,2023-08-16 01:57:30
36氪,【#暑期档电影票房已超173亿元#，你觉得哪部暑期档电影最好看？】据人民日报报道，国家电影局数据显示，截至8月15日，2023年暑期档电影票房已超173亿元，国产影片占比高达85.85%，中国电影市场已经连续56天破亿元。《消失的她》《孤注一掷》《封神第一部：朝歌风云》《八角笼中》等4部影片票房超过20亿元。长安三万里票房突破17亿元，位列中国影史动画电影票房第二名。#哪部暑期档电影最好看#  网页链接,2023-08-17,84,3,2,"暑期档电影票房已超173亿元,哪部暑期档电影最好看",2023-08-17 09:35:37
36氪,【#大疆内部秘密研发Ebike#，代号EB】#大疆瞄准海外高端市场#近日，36氪从多个信源处独家获悉，「大疆创新」即将进入Ebike行业，内部立项代号为EB开头。该项目尚在保密阶段，项目负责人为高级工程师Alex.Jia，此前做过稳定器云台电机，曾负责大疆如影产品线。据36氪多方了解， 大疆Ebike项目可以追溯到疫情前。当时Ebike赛道还未火热，大疆已经为Ebike立项。而大疆Ebike将定位高端车型，运动越野场景，主攻海外市场，目前已在自研Ebike系统。36氪就此事向大疆创新官方求证，大疆表示不予置评。Ebike是一个仍在上升期的市场。传统电动车上市公司如雅迪、新日都推出了Ebike产品。在海外，保时捷也推出过单价高达1万美金的Ebike。目前，根据36氪了解，几家头部创业公司的出货量虽仅万台规模，但估值不菲。从出货端来看，Ebike争夺的是欧洲自行车存量市场以及美国增量市场。大疆定位高端，显然不希望在利润较低的中低端市场无效缠斗。,2023-08-17,14,2,1,"大疆内部秘密研发Ebike,大疆瞄准海外高端市场",2023-08-17 09:10:47
36氪,【#氪物库#｜可以随身携带的安全座椅】什么样的儿童安全座椅又简单又安全？充气式儿童座椅：Luftikid，充好气直接放在孩子身上，保证孩子的双腿在气囊的凹陷中，后背靠在背部气囊中心，最后系上安全带即可。能有效保护车祸时来自前后的冲击。孩子面前凸起的气囊还可以提供支撑作用。长途旅行看书，或者趴下休息都很方便。以后带孩子坐车可以随身携带，坐出租车也可以用上了。（科技view）科技view的微博视频,2023-08-17,6,1,1,氪物库,2023-08-17 08:00:00
36氪,【#分享氪#｜厌烦了自己的生活怎么办？】我有自己的生活，你也有自己的生活，我们的生活关乎自己的一切，我们过去的家庭，现在的家庭，目前的工作，希望拥有的工作，对未来的希望和梦想，以及过去的创伤和遗憾。如果我们不喜欢这一切，对过去所做或未做的事情感到极度的后悔，担心未来的不确定，更不喜欢现在没用的自己，怎样做出改变？（yourone精选）Yourone精选的微博视频,2023-08-17,7,0,8,分享氪,2023-08-17 07:00:00
36氪,【金龙鱼股价跌超10%创新低，吓坏16万股东】再过一个多月，就是郭鹤年100岁的生日了。 这位祖籍福建福州的马来西亚首富，做了70多年的生意。从米、面、糖业开始，进入其他行业，一手打造了众多标志性“产品”，如香格里拉大酒店、嘉里中心写字楼、北京国贸中心…… 郭氏家族的商业版图，横跨多个国家和地区。当然，这其中就包括占据中国市场最大份额的粮油品牌——金龙鱼。 金龙鱼一直由郭鹤年的侄子郭孔丰（新加坡籍）打理。作为金龙鱼的董事长，郭孔丰也已经74岁了。而作为郭氏家族商业版图中十分重要的一块业务，金龙鱼这两年的业绩，却在持续下降。 股价更是惨烈。8月14日，金龙鱼股价跌超10%，创下上市以来的新低。从2021年年初的高点，到2023年8月15日收盘，金龙鱼总市值已经没了5900亿元。 #氪君领读#1、金龙鱼有点“游不动了”2、一门“赚辛苦钱”的生意3、“巨无霸”如何炼成详情请阅读：网页链接 本文来自“市界”，作者：让商业更具价值。,2023-08-17,15,1,7,氪君领读,2023-08-17 01:00:00
36氪,【#分享氪#｜超3亿人死亡，史上最致命的病毒——天花】天花，是人类史上最严重的传染病之一。它从公元前1000年就入侵人类社会，先后数次大流行中，夺走了超过3亿的生命。即使感染后幸存，也有1/3的几率永久失明。为什么天花病毒有如此强的传染和杀伤力？原因在于它的一项“绝活”——感染你的免疫系统。著名科普频道“简而言之”在这支视频中，详细剖析了天花病毒感染后，造成的一系列破坏。以及人类是如何最终消灭它的。视频质量非常优秀，值得一看。(YouTube: Kurzgesagt) @YouTube精选YouTube精选的微博视频,2023-08-17,11,0,8,分享氪,2023-08-17 00:30:00
36氪,【新一轮的「价格战」由Model 3打响】8月14日，特斯拉对Model 3/Y进行了价格调整，调整详情如下：Model 3后驱版：提供限时8000元保险补贴；Model Y长续航版：起售价从31.39万下调至29.99万元；Model Y高性能版：起售价从36.39万下调至34.99万元（两款Model Y价格下调幅度触达1.4万元）。马斯克曾经向外界透露过，特斯拉内部存在着特别的价格模型。模型会结合地区的销量、成本等因素进行灵活的定价调整，帮助特斯拉更好地适应市场的需求变化。不出意外，本次 Model Y 降价的背后离不开价格模型的「发力」，折射到近期的市场表现上，特斯拉的销量压力的确不小。#氪君领读#1、产品老旧，市场困倦情绪明显2、营收降本，两手都要抓3、由外至内，最极致的「降本」详情请阅读：网页链接 本文来自“董车会”，作者：邓泽锋。,2023-08-17,3,0,3,氪君领读,2023-08-17 00:00:00
36氪,#深夜告解室#你面试的时候有遇到过听不懂的问题吗？#去面试连对方的问题都听不太懂了# ,2023-08-16,2,2,0,"深夜告解室,去面试连对方的问题都听不太懂了",2023-08-16 23:30:00
36氪,【#氪星播报#｜8月16日晚间都有哪些#今日大事件#？】Top3大新闻1、#网红铁头称下个目标是衡水中学#，还会带两个保镖一同前往2、#豆瓣网友发声明向林俊杰致歉#，因侵权被强执3、#Stocktrek已通知视觉中国下架戴建峰作品#，Getty平台也将同步下架科技财经互联网热点1、#律师谈视觉中国和摄影师争议是不是误会#：授权链条中有许多细节需要查明2、#90后在直播间买翡翠手镯#，翡翠消费逐渐年轻化3、#李嘉诚家族内地加速卖楼#，此前7折抛售香港楼盘4、#富士康或已开始在印度生产iPhone15#，以缩小与中国大陆制造基地的差距还有哪些其他要闻1、#疑被贩卖缅北女大学生发声# ：目前在昆明安全，此前身份信息被盗用2、#姑姑回应11岁女孩农村土房前自信跳舞#：希望舞蹈能够伴她一生3、国家疾控局发布#洪灾后不同场所消毒要点#，做好村落和场所环境卫生处置4、#17岁男孩街边痛哭民警自黑式安慰#，最终解开心结5、#环卫工清理垃圾男子送百余个空瓶表感谢#，网友：#给瓶子和收瓶子的都很开心#6、#敬老院长大的少年考上大学了#，院长：这里永远是你温暖的家7、小学门口的记忆，#有人记得这种奶茶吗# 8、#山东将全面落实带薪休假制度#，鼓励错峰休假弹性作息促进假日消费9、#卢伟冰 建议把精力都花在正经事上#，疑似暗讽一加,2023-08-16,1,3,1,"氪星播报,今日大事件,网红铁头称下个目标是衡水中学,豆瓣网友发声明向林俊杰致歉,Stocktrek已通知视觉中国下架戴建峰作品,律师谈视觉中国和摄影师争议是不是误会,90后在直播间买翡翠手镯,李嘉诚家族内地加速卖楼,富士康或已开始在印度生产iPhone15,疑被贩卖缅北女大学生发声,姑姑回应11岁女孩农村土房前自信跳舞,洪灾后不同场所消毒要点,17岁男孩街边痛哭民警自黑式安慰,环卫工清理垃圾男子送百余个空瓶表感谢,给瓶子和收瓶子的都很开心,敬老院长大的少年考上大学了,有人记得这种奶茶吗,山东将全面落实带薪休假制度,卢伟冰 建议把精力都花在正经事上",2023-08-16 23:00:00
36氪,【#36氪深度#｜钉钉独立，中国最大企业软件独角兽有了新故事】8月14日，钉钉总裁叶军在内部宣布，钉钉将从阿里云中独立，回归集团，此后业务将独立发展。人事调动随之而来。去年从阿里云IoT事业部调任钉钉COO的库伟，将回到阿里云就职，向CEO张勇汇报。这是阿里“分家”的最新进展。今年3月，阿里集团董事长张勇宣布启动“1+6+N”改革。以往由集团率领的各个业务线，未来都要开始“自力更生”。首批有独立上市计划的公司，就包括阿里云、菜鸟和盒马。经济动荡、降本增效之际，企业服务市场更需要审慎的发展战略。阿里云要上市，钉钉要更大发展空间，“云钉”分家能让两者松绑，激发各自的生存斗志。而两者的分分合合，更是中国To B市场数年间变化的缩影。详情请阅读： 钉钉独立，中国最大企业软件独角兽有了新故事 | 焦点分析,2023-08-16,7,1,4,36氪深度,2023-08-16 22:30:04
36氪,【#李嘉诚家族内地加速卖楼#，此前7折抛售香港楼盘】据时代财经报道，8月初，“李嘉诚香港七折卖楼”引起热议。在内地，长实集团旗下位于北京的豪宅项目也将迎来入市。“御翠园终于下证了，9万多，比之前吹风价低很多。”8月，不少北京中介开始在各个渠道推介御翠园项目及带看样板房。赵立在今年8月初前往御翠园售楼处，他告诉@时代财经 ，项目看房不需要验资，直接预约就可以前往看房。据赵立了解，看房当天售楼处除了有购房者，还有大批房产中介，这意味着御翠园开售即开放了中介渠道，“估计开发商也是想快点卖掉，平层的楼栋肉眼看已经快封顶了，销售说明年底就可以收房。”从调低定价、取消验资以及开售即开放渠道，不难看出开发商正在逐步降低购房者门槛、加速去化。而这也是李嘉诚家族如今应对市况下行时的售楼手段。,2023-08-16,7,4,4,李嘉诚家族内地加速卖楼,2023-08-16 21:00:00
36氪,【#羊了个羊背后公司又清仓式分红#，赚6.76亿分红5亿】据老板联播报道，8月15日，吉比特披露半年度利润分配方案，合计拟派发现金红利达5.04亿元，将占上半年净利润74.6%，实控人卢竑岩将获得近1.5亿元。此前，游戏上市公司吉比特披露2022年三季报，前三季度公司实现营业收入38.3亿元，同比增长9.89%；净利润10.12亿元，同比下降16.07%。财报也同步披露了分红方案，公司拟每10股派发现金红利140元（含税），合计拟派发红利10.06亿元。这意味着，吉比特将前三季度的净利润全部拿来分红，该公司正是此前爆火的小游戏“羊了个羊”背后的参股公司。爱企查APP显示，《羊了个羊》背后的游戏开发公司为北京简游科技有限公司，而这家公司的第二大股东厦门雷霆网络科技股份有限公司，也是吉比特旗下的子公司。此前，吉比特曾因游戏《羊了个羊》股价大涨，其通过控股子公司间接持有游戏研发商20%股权。,2023-08-16,10,1,0,羊了个羊背后公司又清仓式分红,2023-08-16 20:30:00
36氪,"【#时代少年团演唱会取消会员退费难#，公司无人处理】据黑猫投诉报道，近期不少消费者向黑猫平台反映：时代峰峻要求购买时代少年团粉丝俱乐部高级会员，才能获得青岛站演唱会的特权购票资格。许多消费者刚充值完298元的高级会员费后，8月12日时代峰峻发公告称：演唱会临时取消，延期举行。消费者要求取消会员退款，时代峰峻无人处理。目前时代峰峻在黑猫平台投诉量高达1,758条，回复率几乎为零。据悉，该场演唱会原定于8月19日、20日开唱，于8月11日下午18时开启抢票。为了方便粉丝购票，时代少年团的粉丝俱乐部官微此前还特意发布了会员购票特权码攻略。没想到最后在距离开票前一小时宣布取消，引发粉丝不满，时代少年团八家粉丝后援会联合发布维权声明指出，“八家后援会第一时间尝试与公司进行有效沟通，但并未得到回应。后来又得知目前暑假并无演唱会计划。多次沟通无果后，八家后援会经过慎重考虑，决定共同开展后续维权工作。希望与粉丝一起维护自己的合法权益。”",2023-08-16,11,3,1,时代少年团演唱会取消会员退费难,2023-08-16 20:00:00
36氪,【#网红铁头称下个目标是衡水中学#，还会带两个保镖一同前往】据河畔视频报道，近日，继杭州新东方全面停课之后，网红“铁头惩恶扬善”在直播中称，下一个目标将是河北衡水中学，“衡水中学是嘴硬的骨头，打掉可以扬名立万。”他还表示自己会带两个保镖一同前往。据澎湃新闻报道，从8月4日起，“铁头”就在社交媒体上发布了一系列拍摄新东方开展暑期补课，并将其举报至杭州市拱墅区教育局的短视频。杭州新东方客服8月11日表示，杭州新东方已全面停课，恢复时间待定。据浙江省政府网站“浙江省民呼我为统一平台”8月14日消息，杭州网民留言，要求“还新东方公道，恢复高中生补课”。对此，杭州市教育局答复称，中共中央办公厅国务院办公厅印发的《关于进一步减轻义务教育阶段学生作业负担和校外培训负担的意见》，明确规定校外培训机构不得占用国家法定节假日、休息日及寒暑假期组织学科类培训；同时，对面向普通高中学生的学科类培训机构的管理，明确规定参照本意见有关规定执行。另据上游新闻报道，“铁头”打假三亚海鲜、举报杭州新东方违规补课走红后，8月14日晚在某短视频平台直播间为新疆农产品带货，结果被围观的网友疯狂嘲讽，直播最终草草结束。多个商家表示，没想到会出现这种情况，有客服被骂哭了，以后不会再和“铁头”合作。邀请“铁头”带货助农的吐鲁番市某电子商务公司则表示，开始以为“铁头”名气大，能够帮助提升销售，没想到网友们不买账，接下来不会继续合作。,2023-08-16,46,11,3,网红铁头称下个目标是衡水中学,2023-08-16 19:30:00
36氪,【#豆瓣网友发声明向林俊杰致歉#，因侵权被强执】据财经网报道，近日，法院刊登段某某向林俊杰致歉的声明。声明称，段某某在豆瓣账号中未经核实擅自发布了1篇涉及林俊杰的不实文章，帖子内容恶意捏造、诽谤、传播了关于林俊杰的不实负面传闻，对林俊杰的名誉造成了极其恶劣的影响。经法院判决书认定，案涉侵权帖子侵犯林俊杰的名誉权，段某某在此向林俊杰致歉，并承诺今后不会再有任何侵犯林俊杰先生名誉权的行为。关联案件流程信息显示，段某某因该案先后被强制执行500元和8000元。此前，法院刊登上海名望眼镜有限公司向LIMJUNJIE WAYNE（中文名：林俊杰）致歉公告显示，该公司未经林俊杰的授权，擅自在公司生产、销售的眼镜产品上使用林俊杰的肖像，侵犯其肖像权，对此向林俊杰致歉，并承诺提高法律意识，避免再次出现类似的侵权行为。案件流程显示，该公司此前已因此人格权案被强制执行10万元，被限制高消费并列为失信被执行人（老赖）。,2023-08-16,3,1,2,豆瓣网友发声明向林俊杰致歉,2023-08-16 19:00:01
36氪,【#贾跃亭称FF品牌产品永远不会低于50万元#，目标基本上都是塔尖的用户】据IT之家报道，8月16日，洛杉矶时间2023年8月13日，法拉第未来（Faraday Future，简称FF）正式完成历史性首辆“全能 aiHypercar”FF 91 2.0 Futurist Alliance首个塔尖用户交付，距离FF创立已经过去整整9年时间，这也是FF首次进入营收阶段并正式进入完整经营闭环阶段的历史性的重大拐点。36氪的微博视频,2023-08-16,6,7,3,贾跃亭称FF品牌产品永远不会低于50万元,2023-08-16 18:50:01
